Sec1-bar1-mid.inp ,1.284996271 ,7.08E+02
Sec1-bar2-mid.inp ,0.930514514,654.257777
Sec1-bar3-mid.inp ,1.728098392,6.47E+02
Sec1-bar4-mid.inp ,1.35146153,6.35E+02
Sec1-bar5-mid.inp ,0.974824727,819.067686
Sec1-bar6-mid.inp ,1.041290045,793.255812
Sec1-bar7-mid.inp ,1.240686059,617.787122
Sec1-bar8-mid.inp ,1.373616695,6.38E+02
Sec1-bar9-mid.inp ,1.750253558,560.472674
Sec1-bar10-mid.inp ,1.46223712,552.561169
Sec1-bar11-mid.inp ,0.930514514,745.622391
Sec1-bar12-mid.inp ,1.262841105,822.648255
Sec1-bar13-mid.inp ,0.664653242,646.663488
Sec1-bar14-mid.inp ,1.284996271,740.603822
Sec1-bar15-mid.inp ,1.307151318,665.834039
Sec1-bar16-mid.inp ,1.57301271,693.72258
Sec1-bar17-mid.inp ,1.152065623,814.4927596
Sec1-bar18-mid.inp ,1.019134998,767.7016711
Sec1-bar19-mid.inp ,1.196375847,667.465868
Sec1-bar20-mid.inp ,1.152065635,632.695607
Sec1-bar21-mid.inp ,1.284996271,569.087732
Sec1-bar22-mid.inp ,3.434043982,615.652738
Sec1-bar23-mid.inp ,1.417926908,846.765609
Sec1-bar24-mid.inp ,0.886204302,705.147592
Sec1-bar25-mid.inp ,0.886204302,760.72345
Sec1-bar26-mid.inp ,1.152065635,667.433949
Sec1-bar27-mid.inp ,1.705943346,699.530591
Sec1-bar28-mid.inp ,1.35146153,688.97204
Sec1-bar29-mid.inp ,0.686808348,886.129151
Sec1-bar30-mid.inp ,0.686808348,8.10E+02
Sec1-bar31-mid.inp ,1.174220681,643.053482
Sec1-bar32-mid.inp ,1.129910469,659.278188
Sec1-bar33-mid.inp ,1.750253558,587.523686
Sec1-bar34-mid.inp ,1.639477968,574.271933
Sec1-bar35-mid.inp ,0.775428772,7.89E+02
Sec1-bar36-mid.inp ,1.174220681,920.347937
Sec1-bar37-mid.inp ,1.085600257,684.763141
Sec1-bar38-mid.inp ,1.32930621,845.954491
Sec1-bar39-mid.inp ,1.57301271,669.363488
Sec1-bar40-mid.inp ,1.639477956,702.752856
Sec1-bar41-mid.inp ,1.06344521,829.852626
Sec1-bar42-mid.inp ,1.06344521,802.946719
Sec1-bar43-mid.inp ,1.196375847,695.291301
Sec1-bar44-mid.inp ,1.152065635,631.548507
Sec1-bar45-mid.inp ,1.705943346,589.12011
Sec1-bar46-mid.inp ,1.772408605,604.081101
Sec1-bar47-mid.inp ,1.329306483,958.353041
Sec1-bar48-mid.inp ,0.886204302,870.185038
Sec1-bar49-mid.inp ,1.240686059,854.562797
Sec1-bar50-mid.inp ,1.152065635,6.96E+02
Sec1-bar51-mid.inp ,1.617322922,671.944997
Sec1-bar52-mid.inp ,1.68378818,679.111272
Sec1-bar53-mid.inp ,0.974824727,826.973006
Sec1-bar54-mid.inp ,0.886204296,804.125681
Sec2-bar1-mid.inp ,0.576032817,718.15011
Sec2-bar2-mid.inp ,1.174220681,568.080411
Sec2-bar3-mid.inp ,1.639477968,724.102442
Sec2-bar4-mid.inp ,1.550857544,675.200009
Sec2-bar5-mid.inp ,0.974824727,837.717198
Sec2-bar6-mid.inp ,1.06344521,818.936819
Sec2-bar7-mid.inp ,1.373616695,631.592327
Sec2-bar8-mid.inp ,1.595167756,592.899273
Sec2-bar9-mid.inp ,1.284996271,858.900901
Sec2-bar10-mid.inp ,1.240686059,646.566914
Sec2-bar11-mid.inp ,1.307151318,742.336786
Sec2-bar12-mid.inp ,1.595167756,692.780987
Sec2-bar13-mid.inp ,1.528702497,667.322767
Sec2-bar14-mid.inp ,1.174220681,7.86E+02
Sec2-bar15-mid.inp ,0.996979833,843.597509
Sec2-bar16-mid.inp ,1.240686059,660.8007
Sec2-bar17-mid.inp ,1.772408605,598.671932
Sec2-bar18-mid.inp ,0.952669621,812.1685
Sec2-bar19-mid.inp ,0.886204302,752.109688
Sec2-bar20-mid.inp ,1.218530893,658.890783
Sec2-bar21-mid.inp ,1.57301271,721.839422
Sec2-bar22-mid.inp ,1.528702497,706.452404
Sec2-bar23-mid.inp ,1.129910469,843.094768
Sec2-bar24-mid.inp ,1.107755423,823.439067
Sec2-bar25-mid.inp ,0.797583878,638.213097
Sec2-bar26-mid.inp ,1.661633134,614.937118
Sec2-bar27-mid.inp ,1.107755423,930.136916
Sec2-bar28-mid.inp ,1.307151318,656.984562
Sec2-bar29-mid.inp ,1.240686059,812.674144
Sec2-bar30-mid.inp ,1.595167756,739.215186
Sec2-bar31-mid.inp ,1.595167756,698.838067
Sec2-bar32-mid.inp ,0.952669621,836.418623
Sec2-bar33-mid.inp ,0.797583878,928.397658
Sec2-bar34-mid.inp ,1.174220681,690.041561
