Sec2-bar35-mid.inp ,1.728098392,630.598609
Sec2-bar36-mid.inp ,0.886204302,899.73952
Sec2-bar37-mid.inp ,1.196375847,825.472805
Sec2-bar38-mid.inp ,1.152065635,664.257399
Sec2-bar39-mid.inp ,1.595167756,716.974934
Sec2-bar40-mid.inp ,1.595167756,704.542099
Sec2-bar41-mid.inp ,1.129910469,836.906588
Sec2-bar42-mid.inp ,1.041290045,802.994777
Sec3-bar1-mid.inp ,1.37361663,653.073797
Sec3-bar2-mid.inp ,1.284996271,609.48763
Sec3-bar3-mid.inp ,1.240686059,691.920148
Sec3-bar4-mid.inp ,1.639477968,645.574303
Sec3-bar5-mid.inp ,1.329306483,828.510796
Sec3-bar6-mid.inp ,0.996979833,878.186724
Sec3-bar7-mid.inp ,1.46223712,645.957439
Sec3-bar8-mid.inp ,1.639477968,604.314879
Sec3-bar9-mid.inp ,1.46223712,937.991225
Sec3-bar10-mid.inp ,1.284996271,636.260052
Sec3-bar11-mid.inp ,0.886204302,636.260052
Sec3-bar12-mid.inp ,1.772408605,699.649137
Sec3-bar13-mid.inp ,1.329306483,699.858157
Sec3-bar14-mid.inp ,0.996979833,835.410995
Sec3-bar15-mid.inp ,1.019134998,782.09464
Sec3-bar17-mid.inp ,1.484392285,607.236789
Sec3-bar18-mid.inp ,1.174220681,864.270736
Sec3-bar19-mid.inp ,0.73111856,706.073689
Sec3-bar20-mid.inp ,1.218530893,622.268913
Sec3-bar21-mid.inp ,1.506547332,704.801775
Sec3-bar22-mid.inp ,1.750253558,700.675843
Sec3-bar23-mid.inp ,1.174220681,821.180322
Sec3-bar24-mid.inp ,0.908359408,857.772657
Sec3-bar25-mid.inp ,1.373616695,683.901626
Sec3-bar26-mid.inp ,1.728098392,615.727268
Sec3-bar27-mid.inp ,1.019134998,934.193325
Sec3-bar28-mid.inp ,1.240686059,636.62364
Sec3-bar29-mid.inp ,1.174220681,765.860472
Sec3-bar30-mid.inp ,1.772408605,710.902573
Sec3-bar31-mid.inp ,1.57301271,702.373875
Sec3-bar32-mid.inp ,1.107755423,818.561998
Sec3-bar33-mid.inp ,0.84189409,880.576803
Sec3-bar35-mid.inp ,1.617322922,6.09E+02
Sec3-bar36-mid.inp ,1.174220681,881.638467
Sec3-bar38-mid.inp ,1.174220681,664.76515
Sec3-bar39-mid.inp ,1.550857544,748.18199
Sec3-bar40-mid.inp ,1.728098392,673.63939
Sec3-bar41-mid.inp ,1.240686059,766.800757
Sec3-bar42-mid.inp ,0.952669621,859.561019
Sec3-bar43-mid.inp ,1.728098392,642.612928
Sec3-bar44-mid.inp ,1.041290045,883.564597
Sec4-bar1-mid.inp ,1.307151318,578.765791
Sec4-bar2-mid.inp ,1.639477968,616.900352
Sec4-bar3-mid.inp ,1.307151318,858.603742
Sec4-bar4-mid.inp ,0.753273666,634.06987
Sec4-bar5-mid.inp ,1.728098392,562.768722
Sec4-bar6-mid.inp ,1.307151318,820.069438
Sec4-bar8-mid.inp ,1.262841105,667.889191
Sec4-bar9-mid.inp ,0.930514514,779.561034
Sec4-bar11-mid.inp ,1.417926908,543.13558
Sec4-bar12-mid.inp ,1.085600257,819.741117
Sec4-bar13-mid.inp ,1.284996271,653.006311
Sec4-bar14-mid.inp ,1.506547332,653.228769
Sec4-bar15-mid.inp ,1.152065635,864.238494
Sec4-bar17-mid.inp ,1.595167756,573.58368
Sec4-bar18-mid.inp ,1.06344521,860.478457
Sec4-bar20-mid.inp ,1.395771742,742.741927
Sec4-bar21-mid.inp ,1.019134998,832.695038
Sec4-bar23-mid.inp ,1.46223712,574.206179
Sec4-bar24-mid.inp ,1.174220681,832.695038
Sec4-bar25-mid.inp ,1.152065635,626.922447
Sec4-bar26-mid.inp ,1.617322922,640.758801
Sec4-bar27-mid.inp ,1.019134998,842.993175
Sec4-bar28-mid.inp ,1.705943346,595.366526
Sec4-bar29-mid.inp ,1.019134998,843.641256
